,subject,test,score,Tau
107,10,OSPAN,-1.0495984472291855,119.37426818
108,11,OSPAN,-1.4028286938928538,142.146800865
109,12,OSPAN,0.2422150262836573,57.27464181000001
110,13,OSPAN,0.04036917104727528,108.383219015
111,14,OSPAN,-0.22203044076002024,144.647528585
112,15,OSPAN,1.009229276181909,68.69525001
113,16,OSPAN,-0.39359941771094503,80.571433165
114,17,OSPAN,0.9587678123728146,102.760262175
115,18,OSPAN,1.1202444965619192,147.77343081
116,19,OSPAN,-0.7165527860891562,155.064370935
117,20,OSPAN,1.291813473512844,125.77285106
118,21,OSPAN,-0.08073834209455169,113.759184435
119,22,OSPAN,-2.1597506510292868,104.8016951
120,23,OSPAN,-1.917535624745627,97.249310955
121,24,OSPAN,-0.8982140558019001,166.20908179999995
122,25,OSPAN,-0.12110751314182923,103.882306395
123,26,OSPAN,0.04036917104727528,143.560290795
124,27,OSPAN,0.16147668418910566,92.869973855
125,28,OSPAN,0.2825841973309348,157.35076157
126,29,OSPAN,0.4642454670436775,106.373291125
127,30,OSPAN,0.5752606874236887,96.133515415
128,31,OSPAN,0.15138439142728652,174.72826594
129,32,OSPAN,0.25230731904547754,158.75719993
130,33,OSPAN,0.7468296643746124,144.3962637
131,34,OSPAN,1.0798753255146438,116.739650225
132,35,OSPAN,1.1202444965619192,141.77867178
133,36,OSPAN,0.1412920986654663,144.553224845
134,37,OSPAN,-0.010092292761819102,95.439153295
135,38,OSPAN,0.9183986413255372,199.50762562
136,39,OSPAN,-0.3431379539018495,113.360207275
137,40,OSPAN,-0.3330456611400292,71.455605095
138,41,OSPAN,0.9587678123728146,127.047888035
139,42,OSPAN,-2.099196894458371,113.21878572
140,43,OSPAN,0.6358144439946034,101.81245852
141,44,OSPAN,-0.9486755196109944,156.33141367
142,45,OSPAN,0.5348915163764124,155.240928025
143,46,OSPAN,0.6156298584709641,129.70225748500002
144,47,OSPAN,-0.4036917104727629,87.148174695
145,48,OSPAN,0.5247992236145933,143.337297615
146,49,OSPAN,-0.6459067367564225,179.69248557
147,50,OSPAN,0.7064604933273371,109.53778844
148,51,OSPAN,-0.21193814799820115,107.521968245
149,52,OSPAN,-0.10092292761819102,144.272228815
150,53,OSPAN,-4.0066402264421805,150.044068255
151,54,OSPAN,0.6660913222800596,126.182345545
152,55,OSPAN,0.0,107.32506305
153,56,OSPAN,-0.03027687828545618,124.86735692
154,57,OSPAN,-1.3826441083692158,169.89752879
155,58,OSPAN,-0.908306348563718,185.35665055
156,59,OSPAN,-1.009229276181909,161.741166915
157,60,OSPAN,-2.0487354306492755,111.54174584
158,61,OSPAN,-0.4642454670436787,174.297160735
159,62,OSPAN,0.0908306348563708,174.54364455
160,63,OSPAN,0.4642454670436775,119.832998315
161,64,OSPAN,0.5752606874236887,154.77593909
162,65,OSPAN,0.4238762959964023,85.862652825
163,66,OSPAN,0.9183986413255372,125.289691145
164,67,OSPAN,-1.7055974767474271,136.00668715999998
165,68,OSPAN,0.8679371775164416,162.73317965
166,69,OSPAN,-0.5449838091382315,142.88156676
167,70,OSPAN,1.291813473512844,83.06421073
168,71,OSPAN,-2.270765871409296,136.89248385500002
169,72,OSPAN,1.1202444965619192,146.08773169999998
170,73,OSPAN,0.6156298584709641,228.14466335
171,74,OSPAN,-1.5542130853201406,98.41985779
172,75,OSPAN,-0.03027687828545618,154.08819612
173,76,OSPAN,-0.2926764900927539,208.216485355
174,77,OSPAN,0.9183986413255372,95.8966296
175,78,OSPAN,0.38350712494912587,107.77053297
176,79,OSPAN,1.1202444965619192,90.69739476
177,81,OSPAN,-1.8872587464601696,149.95807135
178,82,OSPAN,0.4642454670436775,80.19051521
179,83,OSPAN,0.7064604933273371,223.18885745
180,84,OSPAN,0.5651683946618685,138.94181344
181,85,OSPAN,-0.3330456611400292,126.487023565
182,87,OSPAN,0.2825841973309348,164.71175628
183,88,OSPAN,-0.3330456611400292,89.96488568999997
184,89,OSPAN,0.8477525919928034,214.70252356
185,90,OSPAN,0.11101522038001012,99.34192524
186,91,OSPAN,-2.704734460167517,108.624369395
187,92,OSPAN,0.4945223453291349,117.856660615
188,93,OSPAN,0.0908306348563708,145.79091399499995
189,94,OSPAN,0.8477525919928034,151.48685547000005
190,95,OSPAN,0.5046146380909551,138.269286265
191,96,OSPAN,0.7468296643746124,117.64850486
192,97,OSPAN,-0.1816612697127427,94.89727487
193,98,OSPAN,-0.4642454670436787,142.65622416500003
194,99,OSPAN,-0.6257221512327832,134.467816635
195,100,OSPAN,-0.12110751314182923,115.391555855
196,1,RAPM,1.3420091496576434,102.72108886
197,2,RAPM,-0.6209296065580149,97.656616825
198,3,RAPM,0.9494213984145116,102.457896015
199,4,RAPM,-0.2283418553148831,150.668076445
200,5,RAPM,1.7345969009007751,112.829027365
201,6,RAPM,-1.406105109044278,111.234232405
202,7,RAPM,-1.0135173578011465,165.88452799499996
203,8,RAPM,0.9494213984145116,96.223101565
204,9,RAPM,0.9494213984145116,115.34775786
205,10,RAPM,0.5568336471713803,119.37426818
206,11,RAPM,-1.406105109044278,142.146800865
207,12,RAPM,0.5568336471713803,57.27464181000001
208,13,RAPM,0.9494213984145116,108.383219015
209,14,RAPM,-1.7986928602874095,144.647528585
210,15,RAPM,-1.0135173578011465,68.69525001
211,16,RAPM,-0.6209296065580149,80.571433165
212,17,RAPM,0.5568336471713803,102.760262175
213,18,RAPM,0.9494213984145116,147.77343081
214,19,RAPM,0.16424589592824848,155.064370935
215,20,RAPM,-1.406105109044278,125.77285106
216,21,RAPM,0.16424589592824848,113.759184435
217,22,RAPM,-1.7986928602874095,104.8016951
218,23,RAPM,0.9494213984145116,97.249310955
219,24,RAPM,-0.6209296065580149,166.20908179999995
220,25,RAPM,0.5568336471713803,103.882306395
221,26,RAPM,0.16424589592824848,143.560290795
222,27,RAPM,-0.6209296065580149,92.869973855
223,28,RAPM,-0.2283418553148831,157.35076157
224,29,RAPM,1.7345969009007751,106.373291125
225,30,RAPM,0.16424589592824848,96.133515415
226,31,RAPM,-1.0135173578011465,174.72826594
227,32,RAPM,-0.6209296065580149,158.75719993
228,33,RAPM,0.9494213984145116,144.3962637
229,34,RAPM,0.5568336471713803,116.739650225
230,35,RAPM,-0.6209296065580149,141.77867178
231,36,RAPM,0.5568336471713803,144.553224845
232,37,RAPM,0.5568336471713803,95.439153295
233,38,RAPM,2.1271846521439066,199.50762562
234,39,RAPM,-0.2283418553148831,113.360207275
235,40,RAPM,0.9494213984145116,71.455605095
236,41,RAPM,0.16424589592824848,127.047888035
237,42,RAPM,-0.2283418553148831,113.21878572
238,43,RAPM,-0.6209296065580149,101.81245852
239,44,RAPM,-1.406105109044278,156.33141367
240,45,RAPM,0.16424589592824848,155.240928025
241,46,RAPM,0.16424589592824848,129.70225748500002
242,47,RAPM,0.5568336471713803,87.148174695
243,48,RAPM,0.16424589592824848,143.337297615
244,49,RAPM,0.5568336471713803,179.69248557
245,50,RAPM,0.5568336471713803,109.53778844
246,51,RAPM,1.3420091496576434,107.521968245
247,52,RAPM,0.16424589592824848,144.272228815
248,53,RAPM,-1.406105109044278,150.044068255
249,54,RAPM,-0.6209296065580149,126.182345545
250,55,RAPM,-1.7986928602874095,107.32506305
251,56,RAPM,-0.2283418553148831,124.86735692
252,57,RAPM,-1.0135173578011465,169.89752879
253,58,RAPM,-1.406105109044278,185.35665055
254,59,RAPM,1.7345969009007751,161.741166915
255,60,RAPM,0.9494213984145116,111.54174584
256,61,RAPM,-1.0135173578011465,174.297160735
257,62,RAPM,-0.2283418553148831,174.54364455
258,63,RAPM,0.5568336471713803,119.832998315
259,64,RAPM,0.9494213984145116,154.77593909
260,65,RAPM,-1.0135173578011465,85.862652825
261,66,RAPM,0.16424589592824848,125.289691145
262,67,RAPM,-1.0135173578011465,136.00668715999998
263,68,RAPM,0.16424589592824848,162.73317965
264,69,RAPM,-1.0135173578011465,142.88156676
265,70,RAPM,-2.1912806115305408,83.06421073
266,71,RAPM,-0.6209296065580149,136.89248385500002
267,72,RAPM,2.1271846521439066,146.08773169999998
268,73,RAPM,-0.2283418553148831,228.14466335
269,74,RAPM,0.5568336471713803,98.41985779
270,75,RAPM,1.3420091496576434,154.08819612
271,76,RAPM,0.16424589592824848,208.216485355
272,77,RAPM,-1.0135173578011465,95.8966296
273,78,RAPM,0.5568336471713803,107.77053297
274,79,RAPM,0.9494213984145116,90.69739476
275,81,RAPM,-0.2283418553148831,149.95807135
276,82,RAPM,0.16424589592824848,80.19051521
277,83,RAPM,-1.0135173578011465,223.18885745
278,84,RAPM,2.1271846521439066,138.94181344
279,85,RAPM,-1.406105109044278,126.487023565
280,87,RAPM,0.5568336471713803,164.71175628
281,88,RAPM,-1.406105109044278,89.96488568999997
282,89,RAPM,0.16424589592824848,214.70252356
283,90,RAPM,-1.406105109044278,99.34192524
284,91,RAPM,0.16424589592824848,108.624369395
285,92,RAPM,1.3420091496576434,117.856660615
286,93,RAPM,-1.0135173578011465,145.79091399499995
287,94,RAPM,-1.406105109044278,151.48685547000005
288,95,RAPM,0.16424589592824848,138.269286265
289,96,RAPM,0.5568336471713803,117.64850486
290,97,RAPM,0.16424589592824848,94.89727487
291,98,RAPM,0.5568336471713803,142.65622416500003
292,99,RAPM,1.7345969009007751,134.467816635
293,100,RAPM,-0.6209296065580149,115.391555855
