,subject,Test,Score,Mu,Sigma,Tau,SCamp
257,62,RAPM,-0.2283418553148831,208.114324165,46.54421194,134.17438285,5.243466026080988
258,63,RAPM,0.5568336471713803,167.96095244999995,49.794810115,126.262963815,4.479237179487176
259,64,RAPM,0.9494213984145116,126.448138865,45.04733461,187.059458105,3.5692935178441347
260,65,RAPM,-1.0135173578011465,150.31869346000005,33.07439943,82.37454715000001,4.986275894538612
261,66,RAPM,0.16424589592824848,142.152408095,46.608878875,129.96798863499998,3.987360230547553
262,67,RAPM,-1.0135173578011465,149.119018385,41.45084863,111.654701675,4.891237652527591
263,68,RAPM,0.16424589592824848,132.94607198,13.975450215,123.85382123,5.629186991869908
264,69,RAPM,-1.0135173578011465,193.12660227,70.8038723,111.53530975,3.728668326073425
265,70,RAPM,-2.1912806115305408,154.73529006,63.271945345,85.54649319500002,4.4425100286532935
266,71,RAPM,-0.6209296065580149,174.80656821,58.6479184,112.525510515,5.2900117924528365
267,72,RAPM,2.1271846521439066,138.235287485,46.886500785,111.06764253,4.739487323943658
268,73,RAPM,-0.2283418553148831,154.73943895,64.95896729,195.34271704,5.9611373976342135
269,74,RAPM,0.5568336471713803,180.87865332,62.795960805,99.999492985,4.6003990470518215
270,75,RAPM,1.3420091496576434,184.34403974,60.16454612,139.09472978,6.1039335180055465
271,76,RAPM,0.16424589592824848,124.153996155,20.61339686,159.81715987,4.470197413206267
272,77,RAPM,-1.0135173578011465,143.29099596499995,21.67400127,105.081631475,4.29246035805627
273,78,RAPM,0.5568336471713803,182.999999015,52.72852303000001,102.845363005,5.3669823160296675
274,79,RAPM,0.9494213984145116,158.62054402,44.8102068,68.39936165,4.33336653386454
275,81,RAPM,-0.2283418553148831,212.51479829,73.160199885,99.93913337,4.017699115044241
276,82,RAPM,0.16424589592824848,199.094033,39.322532655,80.53566765,3.102671927846675
277,83,RAPM,-1.0135173578011465,165.435315695,53.669162555,159.559788395,4.225899788285111
278,84,RAPM,2.1271846521439066,170.890430035,50.50733459,100.10477661,4.412037887485655
279,85,RAPM,-1.406105109044278,121.377475515,32.86098695,146.444340515,3.8461483409238792
280,87,RAPM,0.5568336471713803,161.911387805,45.67633638,157.55230059000004,4.184038893044127
281,88,RAPM,-1.406105109044278,161.25900253,45.86279077,100.50512306,3.738537378114848
282,89,RAPM,0.16424589592824848,153.84194935,25.046656875,187.633783205,3.766705069124433
283,90,RAPM,-1.406105109044278,147.89342397500005,44.65344623,96.947023295,5.248224043715855
284,91,RAPM,0.16424589592824848,152.50524879,33.757780185,98.887866815,2.9440817356205784
285,92,RAPM,1.3420091496576434,158.028058125,55.99669426,108.92595975,5.015586249232659
286,93,RAPM,-1.0135173578011465,120.7857803,34.180375299999994,173.63367576,3.1263422459893055
287,94,RAPM,-1.406105109044278,150.271690455,43.706243335,163.19341401,4.859743384121892
288,95,RAPM,0.16424589592824848,184.52066924,51.160076445,131.761452085,5.746412466843497
289,96,RAPM,0.5568336471713803,159.202540565,43.798247315,95.67161811,5.17785373608902
290,97,RAPM,0.16424589592824848,186.83147475,40.26778385500001,113.826037765,5.3602444987775115
291,98,RAPM,0.5568336471713803,173.90398971500005,52.2592168,146.766366415,6.095942446043162
292,99,RAPM,1.7345969009007751,196.01213858,48.068816155,116.39222179999999,4.6554131424853615
293,100,RAPM,-0.6209296065580149,190.755413825,57.24767995,89.400578535,4.608359756097559
